0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1418201065
274.233,35.0835,315.135,98.4382,316.991,157.685,272.149,104.384,256.303,163.359,194.696,157.374,0,0,360.542,92.1574,401.501,144.338,419.785,100.55,0,0,291.204,219.375,280.098,341.796,282.707,447.093,347.512,215.755,373.039,343.881,384.506,451.93,1418201065
277.395,39.6532,318.178,101.023,320.633,160.74,274.603,106.833,251.189,166.595,196.363,155.979,0,0,364.11,94.898,410.645,144.111,419.957,101.795,0,0,295.019,222.606,281.221,345.332,280.607,450.511,352.148,219.03,375.536,345.238,386.478,454.247,1418201065
283.234,42.2461,319.511,101.348,322.05,161.07,276.719,107.344,253.324,164.815,199.412,153.849,0,0,364.831,94.9972,419.727,141.845,422.157,102.55,0,0,297.525,222.715,282.915,347.118,279.675,452.666,352.66,219.302,376.216,347.012,384.471,455.253,1418201065
286.013,39.6394,324.124,106.064,326.362,163.414,278.959,111.135,255.844,168.316,203.585,155.058,0,0,371.641,100.73,424.15,138.108,421.908,97.1373,0,0,301.895,222.079,284.641,355.014,278.766,458.409,356.107,219.405,382.478,338.771,390.614,441.109,1418201065
287.869,40.0231,327.382,106.668,329.658,165.583,282.35,111.559,264.845,171.436,206.52,153.317,0,0,374.861,101.511,423.754,138.116,424.692,96.1045,0,0,304.762,225.379,287.626,355.107,278.63,459.826,359.955,223.103,381.994,339.785,388.189,435.81,1418201065
296.673,43.2791,331.698,104.548,334.043,164.474,288.632,109.454,274.911,165.861,213.112,151.541,0,0,377.345,99.3491,429.231,142.261,428.258,94.0312,0,0,311.281,224.798,290.722,351.502,278.523,460.718,362.311,222.99,382.717,340.268,386.889,442.197,1418201065
300.863,43.3743,337.363,105.934,339.705,166.536,293.531,110.093,278.705,165.196,216.024,148.425,0,0,383.351,101.57,430.504,140.865,431.051,86.6762,0,0,314.566,227.27,292.513,352.401,279.01,459.143,370.3,225.577,383.464,341.451,385.411,442.159,1418201065
305.223,44.065,343.161,108.227,343.798,168.61,297.464,111.155,281.916,163.939,220.152,140.24,0,0,391.591,105.124,440.905,142.597,433.574,82.7825,0,0,317.06,227.64,297.994,349.954,285.506,450.005,372.741,228.185,384.702,344.565,386.555,445.641,1418201065
313.994,50.8582,346.221,112.825,347.527,169.865,301.497,117.127,276.981,157.5,221.404,122.753,0,0,394.256,108.204,452.453,140.672,434.156,72.3194,0,0,325.215,226.433,297.957,341.783,289.102,445.733,373.307,226.009,385.074,344.951,387.339,447.118,1418201065
318.807,53.4025,349.075,112.389,349.048,168.345,306.357,116.778,272.358,155.176,223.926,108.644,0,0,395.234,107.646,463.902,133.843,434.764,59.3667,0,0,325.629,224.229,304.689,337.784,286.813,437.793,373.41,223.979,384.973,347.468,387.616,450.139,1418201065
326.023,51.4091,352.274,109.921,350.98,166.027,309.121,113.786,265.384,143.772,223.181,86.1839,0,0,398.823,105.752,466.781,124.898,431.96,44.7237,0,0,326.4,222.061,307.05,337.223,288.216,439.554,373.925,222.315,385.07,347.206,388.361,449.009,1418201065
334.85,51.3293,353.543,108.975,352.15,164.864,310.311,112.66,256.669,133.039,227.597,69.0688,0,0,399.995,105.014,466.695,114.228,429.932,29.4279,0,0,327.155,220.766,308.336,336.818,289.212,440.599,375.286,220.981,385.144,347.27,388.402,449.867,1418201065
339.092,49.0618,355.53,106.256,353.976,162.763,313.357,109.413,255.601,122.34,231.139,50.6214,0,0,400.626,102.881,467.264,104.723,429.198,24.4024,0,0,328.221,218.945,308.44,336.576,292.02,440.498,377.565,219.538,384.766,346.906,388.501,450.073,1418201065
345.079,40.0613,358.472,99.3482,356.107,158.164,318.422,101.755,254.2,112.932,236.543,34.7622,0,0,401.091,96.7869,463.829,86.6691,430.553,18.4057,0,0,329.344,216.074,307.511,330.592,292.536,442.366,379.094,217.486,385.028,344.696,389.97,448.287,1418201065
347.455,35.8923,359.365,97.3154,356.908,156.278,320.682,99.4721,255.763,105.016,244.604,25.7044,0,0,400.607,95.0162,461.356,81.5169,431.826,15.827,0,0,330.342,213.774,306.121,328.422,292.418,441.435,379.578,215.672,385.064,342.675,390.849,447.049,1418201066
349.923,35.3107,359.927,97.9281,357.512,156.56,321.877,99.9624,257.098,99.0218,250.409,22.5125,0,0,400.521,95.7577,459.466,75.0696,430.877,16.3198,0,0,331.241,213.505,304.829,329.223,292.119,439.262,379.99,215.589,385.134,342.814,391.528,447.276,1418201066
352.248,36.0879,359.739,98.5682,357.606,157.554,321.827,100.436,257.166,88.7889,256.188,19.9801,0,0,400.014,96.5836,457.75,74.0811,427.213,16.084,0,0,331.856,214.791,305.604,334.018,293.486,438.457,380.048,216.792,385.44,342.819,392.005,447.429,1418201066
353.985,37.6359,358.884,99.6905,356.926,158.325,321.771,101.474,258.57,84.7774,263.008,19.1206,0,0,398.046,97.8089,457.087,71.2713,419.189,14.3913,0,0,331.312,215.529,305.369,334.493,293.625,437.755,379.484,217.18,386.052,341.556,392.601,446.299,1418201066
355.303,37.7906,358.45,99.4919,356.325,158.427,321.076,100.9,258.592,79.6038,270.173,17.3988,0,0,397.639,98.0158,457.31,71.893,418.029,14.4863,0,0,330.775,215.98,306.659,336.462,295.502,435.284,378.367,217.65,385.983,340.646,392.41,445.886,1418201066
354.849,37.4092,356.405,100.026,355.18,157.577,316.722,101.593,256.567,69.8808,272.59,15.9923,0,0,397.761,98.3933,454.526,73.7443,413.446,14.8399,0,0,330.917,214.165,307.752,333.662,296.881,430.716,377.572,215.049,385.403,341.949,390.096,446.718,1418201066
353.349,39.6097,354.619,101.877,353.54,158.383,314.411,103.66,255.583,69.4035,279.337,13.7904,0,0,396.465,100.022,453.649,74.762,407.102,14.7756,0,0,328.958,214.441,306.81,331.234,297.229,429.429,376.523,214.943,385.493,340.568,390.84,446.304,1418201066
352.01,41.6467,352.645,103.945,351.829,159.231,312.527,106.032,255.064,70.76,282.113,14.2976,0,0,394.31,101.777,450.001,79.4744,401.719,14.7509,0,0,327.385,214.713,305.988,331.081,297.827,430.254,375.164,214.677,384.965,338.656,391.207,446.598,1418201066
351.331,41.9474,350.742,104.737,349.937,159.844,310.866,106.715,255.472,72.0747,285.043,13.148,0,0,392.027,102.689,448.866,82.3148,399.027,16.6155,0,0,324.571,215.339,305.11,330.514,297.874,430.488,374.209,215.226,384.061,337.37,391.476,447.513,1418201066
350.037,43.6664,348.989,107.844,347.173,162.825,309.305,108.76,253.261,81.0913,281.574,16.6527,0,0,389.936,106.898,447.021,83.2549,395.769,17.5623,0,0,318.907,217.536,303.054,331.772,300.573,433.831,372.348,218.594,382.256,338.151,388.177,450.929,1418201066
347.914,46.6948,345.031,109.912,343.226,164.869,307.139,110.484,251.593,83.2792,278.896,16.0032,0,0,383.995,109.323,443.241,87.9532,393.715,19.8981,0,0,315.782,219.214,302.25,333.852,300.52,431.909,367.545,220.5,380.285,338.227,389.444,450.558,1418201066
346.238,48.5349,342.572,111.886,340.768,166.328,304.762,112.545,250.264,83.8496,277.33,16.1072,0,0,381.49,111.208,440.5,91.4695,393.12,23.4204,0,0,313.864,220.291,301.599,334.936,300.906,431.417,364.539,221.489,378.149,337.722,389.954,449.869,1418201066
342.773,50.3051,341.201,112.382,339.428,166.746,302.857,112.913,247.525,85.1054,274.213,15.6362,0,0,380.555,111.837,437.479,96.1619,390.278,25.4752,0,0,312.957,220.772,300.577,335.001,302.053,432.39,362.755,221.9,376.979,337.009,390.227,449.628,1418201066
335.033,54.5952,334.188,113.89,332.617,168.408,295.905,114.136,239.676,86.4268,264.832,16.2821,0,0,373.282,113.638,427.862,102.566,381.896,31.8519,0,0,306.393,222.427,294.264,335.231,302.609,432.39,356.029,223.577,374.74,336.935,389.975,450.097,1418201066
333.301,57.3488,330.604,115.444,329.402,169.379,291.482,116.401,238.031,90.3194,263.815,18.4773,0,0,370.764,114.461,424.858,103.382,381.413,31.6335,0,0,304.257,223.361,292.386,335.916,302.743,432.018,352.514,223.906,373.611,336.459,391.168,448.097,1418201066
331.784,56.722,328.501,116.27,327.563,169.897,289.099,117.56,236.447,90.6579,261.604,20.7357,0,0,369.028,114.943,423.813,105.061,380.574,34.1629,0,0,302.629,223.752,291.995,336.769,300.861,431.203,351.018,224,373.483,333.751,389.229,444.502,1418201066
329.988,62.3554,327.988,117.112,326.324,169.651,288.752,117.812,235.903,90.7204,260.452,22.2198,0,0,368.36,116.391,423.119,106.478,380.362,34.5438,0,0,300.106,221.962,291.348,330.865,299.213,430.285,349.637,222.95,372.425,330.421,387.59,443.411,1418201066
330.461,62.1358,327.108,118.008,326.861,170.591,288.758,119.816,235.029,94.0941,261.288,24.8159,0,0,366.601,116.145,422.597,105.539,379.767,32.6674,0,0,303.793,223.614,291.729,332.366,297.82,430.418,349.833,223.275,371.266,330.524,385.462,440.908,1418201066
329.716,62.1375,326.932,118.298,326.443,170.806,288.479,119.847,234.223,95.4429,262.555,23.5358,0,0,366.477,116.705,421.98,107.13,378.996,35.1037,0,0,302.644,223.661,292.283,333.493,297.765,430.768,349.655,223.545,371.732,332.917,383.3,437.633,1418201066
329.414,62.0831,326.494,118.427,326.143,170.692,288.104,119.981,234.35,95.8012,263.666,24.8316,0,0,365.892,116.832,421.415,107.536,379.737,34.7315,0,0,302.093,223.437,292.964,333.878,297.92,431.585,349.867,223.174,371.871,333.525,382.224,436.009,1418201066
329.347,62.5391,326.059,118.344,325.844,170.404,288.403,120.086,234.62,97.5091,263.094,27.3129,0,0,364.7,116.555,420.968,107.659,379.178,34.7846,0,0,301.646,223.199,292.955,335.349,297.581,432.177,350.005,222.674,372.228,333.191,381.129,434.292,1418201066
329.628,62.9415,326.171,118.381,326.03,170.366,288.834,120.018,234.683,98.4923,263.937,29.0485,0,0,364.404,116.706,420.925,107.655,380.437,35.5497,0,0,301.632,223.089,292.974,336.069,297.199,433.984,350.517,222.547,372.372,333.275,380.588,433.555,1418201066
